Date,City,Region,PM2.5,PM10,NO2,CO,SO2,AQI,AQI_Bucket,Year,Month
2016-03-01,Agra,North,93,174,51,3.07,10,196,Moderate,2016,3
2016-03-01,Agra,North,100,172,61,3.84,24,212,Poor,2016,3
2016-03-02,Agra,North,89,174,48,3.76,16,195,Moderate,2016,3
2016-03-02,Agra,North,105,187,51,3.56,26,221,Poor,2016,3
2016-03-04,Agra,North,97,185,49,3.65,20,209,Poor,2016,3
2016-03-06,Agra,North,97,177,52,3.73,23,198,Moderate,2016,3
2016-03-12,Agra,North,100,195,55,4.0,32,215,Poor,2016,3
2016-03-13,Agra,North,82,159,48,3.36,21,193,Moderate,2016,3
2016-03-14,Agra,North,102,191,53,4.43,27,224,Poor,2016,3
2016-03-15,Agra,North,77,150,42,2.9,16,172,Moderate,2016,3
2016-03-15,Agra,North,84,175,49,3.95,15,204,Poor,2016,3
2016-03-15,Agra,North,78,197,46,3.88,22,199,Moderate,2016,3
2016-03-15,Agra,North,80,159,43,3.34,24,187,Moderate,2016,3
2016-03-15,Agra,North,85,157,48,3.97,18,198,Moderate,2016,3
2016-03-17,Agra,North,84,156,44,3.5,18,191,Moderate,2016,3
2016-03-18,Agra,North,103,186,56,3.49,20,215,Poor,2016,3
2016-03-19,Agra,North,90,153,55,3.38,22,194,Moderate,2016,3
2016-03-20,Agra,North,96,191,49,3.69,26,216,Poor,2016,3
2016-03-21,Agra,North,91,156,45,3.6,22,208,Poor,2016,3
2016-03-21,Agra,North,100,190,55,3.43,25,221,Poor,2016,3
2016-03-22,Agra,North,85,152,47,3.38,26,185,Moderate,2016,3
2016-03-22,Agra,North,88,175,39,3.44,28,201,Poor,2016,3
2016-03-24,Agra,North,97,179,57,3.9,28,209,Poor,2016,3
2016-03-26,Agra,North,88,178,50,3.36,20,193,Moderate,2016,3
2016-03-26,Agra,North,97,166,41,3.94,33,193,Moderate,2016,3
2016-04-01,Agra,North,87,158,44,3.74,19,184,Moderate,2016,4
2016-04-01,Agra,North,85,167,46,4.14,21,191,Moderate,2016,4
2016-04-01,Agra,North,94,176,42,3.68,21,185,Moderate,2016,4
2016-04-02,Agra,North,77,138,47,3.23,22,177,Moderate,2016,4
2016-04-03,Agra,North,80,160,43,3.87,13,187,Moderate,2016,4
2016-04-03,Agra,North,72,201,46,3.08,24,203,Poor,2016,4
2016-04-04,Agra,North,77,153,42,3.05,17,168,Moderate,2016,4
2016-04-04,Agra,North,69,147,35,3.16,30,165,Moderate,2016,4
2016-04-05,Agra,North,88,179,48,3.28,16,191,Moderate,2016,4
2016-04-05,Agra,North,77,158,48,3.42,16,183,Moderate,2016,4
2016-04-08,Agra,North,80,174,40,3.91,16,191,Moderate,2016,4
2016-04-08,Agra,North,76,127,39,2.51,17,168,Moderate,2016,4
2016-04-09,Agra,North,92,187,48,4.11,25,198,Moderate,2016,4
2016-04-09,Agra,North,97,171,55,3.87,26,200,Moderate,2016,4
2016-04-09,Agra,North,100,204,49,3.6,31,206,Poor,2016,4
2016-04-10,Agra,North,97,189,54,3.72,23,204,Poor,2016,4
2016-04-10,Agra,North,64,143,37,3.15,23,152,Moderate,2016,4
2016-04-10,Agra,North,72,121,47,3.35,15,159,Moderate,2016,4
2016-04-10,Agra,North,116,177,51,3.71,26,211,Poor,2016,4
2016-04-11,Agra,North,96,189,48,3.63,20,192,Moderate,2016,4
2016-04-12,Agra,North,90,169,55,3.81,23,208,Poor,2016,4
2016-04-16,Agra,North,76,154,48,3.2,17,181,Moderate,2016,4
2016-04-18,Agra,North,80,141,46,3.34,21,178,Moderate,2016,4
2016-04-18,Agra,North,87,136,36,3.87,25,160,Moderate,2016,4
2016-04-19,Agra,North,69,126,23,2.09,20,137,Moderate,2016,4
2016-04-20,Agra,North,67,133,41,2.91,16,159,Moderate,2016,4
2016-04-24,Agra,North,91,162,43,3.03,30,185,Moderate,2016,4
2016-04-25,Agra,North,106,170,44,3.6,19,210,Poor,2016,4
2016-04-25,Agra,North,78,184,46,3.9,24,198,Moderate,2016,4
2016-04-26,Agra,North,91,136,37,3.02,23,174,Moderate,2016,4
2016-04-26,Agra,North,87,146,48,3.31,22,174,Moderate,2016,4
2016-05-01,Agra,North,65,131,24,2.37,17,132,Moderate,2016,5
2016-05-03,Agra,North,88,140,39,2.99,22,176,Moderate,2016,5
2016-05-04,Agra,North,66,125,38,2.85,18,150,Moderate,2016,5
2016-05-04,Agra,North,60,114,36,2.4,17,130,Moderate,2016,5
2016-05-05,Agra,North,76,137,38,2.96,18,154,Moderate,2016,5
2016-05-05,Agra,North,79,114,28,2.82,20,157,Moderate,2016,5
2016-05-05,Agra,North,79,153,39,3.55,21,179,Moderate,2016,5
2016-05-05,Agra,North,73,126,35,2.08,22,146,Moderate,2016,5
2016-05-06,Agra,North,80,161,36,2.9,23,180,Moderate,2016,5
2016-05-07,Agra,North,84,165,40,3.17,18,170,Moderate,2016,5
2016-05-07,Agra,North,76,154,39,2.83,19,183,Moderate,2016,5
2016-05-07,Agra,North,80,149,36,3.38,13,168,Moderate,2016,5
2016-05-08,Agra,North,78,138,39,2.87,26,158,Moderate,2016,5
2016-05-12,Agra,North,68,146,38,3.02,20,161,Moderate,2016,5
2016-05-12,Agra,North,76,136,27,2.9,19,166,Moderate,2016,5
2016-05-14,Agra,North,68,129,34,2.97,18,167,Moderate,2016,5
2016-05-14,Agra,North,59,127,38,2.75,22,150,Moderate,2016,5
2016-05-17,Agra,North,68,183,42,3.1,25,179,Moderate,2016,5
2016-05-20,Agra,North,56,113,33,2.35,18,135,Moderate,2016,5
2016-05-21,Agra,North,67,114,35,3.04,16,155,Moderate,2016,5
2016-05-22,Agra,North,70,105,26,2.35,16,132,Moderate,2016,5
2016-05-24,Agra,North,76,156,37,3.3,17,173,Moderate,2016,5
2016-05-24,Agra,North,74,136,34,2.73,14,143,Moderate,2016,5
2016-05-24,Agra,North,93,176,41,3.67,22,198,Moderate,2016,5
2016-05-27,Agra,North,65,133,32,2.46,24,139,Moderate,2016,5
2016-06-01,Agra,North,55,105,27,2.17,21,112,Moderate,2016,6
2016-06-01,Agra,North,60,114,27,2.49,14,119,Moderate,2016,6
2016-06-02,Agra,North,60,118,38,1.88,12,133,Moderate,2016,6
2016-06-03,Agra,North,51,108,41,2.49,18,137,Moderate,2016,6
2016-06-03,Agra,North,73,149,38,2.44,20,157,Moderate,2016,6
2016-06-06,Agra,North,66,129,39,2.26,14,132,Moderate,2016,6
2016-06-07,Agra,North,80,130,41,2.54,15,150,Moderate,2016,6
2016-06-09,Agra,North,67,128,31,2.95,14,132,Moderate,2016,6
2016-06-12,Agra,North,67,127,42,2.44,20,150,Moderate,2016,6
2016-06-12,Agra,North,50,120,35,2.39,18,138,Moderate,2016,6
2016-06-14,Agra,North,63,137,24,2.57,19,136,Moderate,2016,6
2016-06-14,Agra,North,56,111,37,2.18,19,135,Moderate,2016,6
2016-06-16,Agra,North,53,114,37,2.42,12,141,Moderate,2016,6
2016-06-18,Agra,North,74,136,42,2.61,20,150,Moderate,2016,6
2016-06-18,Agra,North,62,121,42,2.58,13,146,Moderate,2016,6
2016-06-18,Agra,North,52,113,28,2.29,16,131,Moderate,2016,6
2016-06-18,Agra,North,72,119,37,2.47,27,140,Moderate,2016,6
2016-06-18,Agra,North,52,92,22,2.3,21,128,Moderate,2016,6
2016-06-18,Agra,North,74,152,31,2.53,13,150,Moderate,2016,6
2016-06-19,Agra,North,48,116,25,2.67,19,127,Moderate,2016,6
2016-06-20,Agra,North,65,107,27,2.26,19,127,Moderate,2016,6
2016-06-23,Agra,North,52,92,25,2.3,12,111,Moderate,2016,6
2016-06-24,Agra,North,61,132,37,2.88,15,154,Moderate,2016,6
2016-06-25,Agra,North,80,144,41,3.01,16,164,Moderate,2016,6
2016-06-26,Agra,North,84,124,47,2.87,17,168,Moderate,2016,6
2016-07-03,Agra,North,41,91,17,1.31,14,96,Satisfactory,2016,7
2016-07-03,Agra,North,52,105,25,1.95,19,117,Moderate,2016,7
2016-07-05,Agra,North,62,129,32,1.45,24,132,Moderate,2016,7
2016-07-07,Agra,North,52,111,25,2.21,12,137,Moderate,2016,7
2016-07-09,Agra,North,58,94,32,2.08,15,123,Moderate,2016,7
2016-07-09,Agra,North,57,102,20,1.54,19,112,Moderate,2016,7
2016-07-10,Agra,North,50,95,22,1.27,10,108,Moderate,2016,7
2016-07-11,Agra,North,65,121,33,2.48,16,154,Moderate,2016,7
2016-07-12,Agra,North,78,134,36,2.65,20,156,Moderate,2016,7
2016-07-13,Agra,North,58,85,26,2.27,13,120,Moderate,2016,7
2016-07-13,Agra,North,57,107,24,1.75,15,125,Moderate,2016,7
2016-07-14,Agra,North,45,91,24,1.84,15,104,Moderate,2016,7
2016-07-14,Agra,North,69,125,38,2.4,19,142,Moderate,2016,7
2016-07-14,Agra,North,73,131,36,2.72,20,142,Moderate,2016,7
2016-07-15,Agra,North,66,108,29,2.81,16,140,Moderate,2016,7
2016-07-16,Agra,North,73,107,34,2.17,12,136,Moderate,2016,7
2016-07-16,Agra,North,66,93,24,2.69,11,131,Moderate,2016,7
2016-07-17,Agra,North,45,94,26,1.89,13,107,Moderate,2016,7
2016-07-17,Agra,North,68,129,31,2.56,14,139,Moderate,2016,7
2016-07-17,Agra,North,69,105,32,2.26,14,142,Moderate,2016,7
2016-07-18,Agra,North,65,142,29,2.51,12,135,Moderate,2016,7
2016-07-18,Agra,North,47,117,34,1.94,16,122,Moderate,2016,7
2016-07-19,Agra,North,49,111,29,2.76,18,129,Moderate,2016,7
2016-07-20,Agra,North,66,139,29,3.09,18,142,Moderate,2016,7
2016-07-21,Agra,North,50,115,29,2.4,13,126,Moderate,2016,7
2016-07-22,Agra,North,78,132,20,2.54,21,149,Moderate,2016,7
2016-07-23,Agra,North,82,136,42,2.95,10,147,Moderate,2016,7
2016-07-23,Agra,North,70,133,33,3.03,20,143,Moderate,2016,7
2016-07-25,Agra,North,65,110,24,2.21,13,132,Moderate,2016,7
2016-08-01,Agra,North,45,126,32,1.73,23,125,Moderate,2016,8
2016-08-02,Agra,North,56,135,32,2.35,18,137,Moderate,2016,8
2016-08-02,Agra,North,55,102,32,2.66,21,133,Moderate,2016,8
2016-08-03,Agra,North,62,117,30,2.99,19,137,Moderate,2016,8
2016-08-03,Agra,North,85,122,36,2.54,24,145,Moderate,2016,8
2016-08-06,Agra,North,65,126,33,2.27,18,142,Moderate,2016,8
2016-08-06,Agra,North,57,99,32,2.23,16,136,Moderate,2016,8
2016-08-09,Agra,North,58,85,24,1.8,17,114,Moderate,2016,8
2016-08-10,Agra,North,52,111,39,2.15,15,120,Moderate,2016,8
2016-08-12,Agra,North,39,109,27,1.3,17,115,Moderate,2016,8
2016-08-13,Agra,North,69,111,39,2.49,16,143,Moderate,2016,8
2016-08-14,Agra,North,66,135,26,2.63,17,137,Moderate,2016,8
2016-08-15,Agra,North,50,106,33,1.92,14,115,Moderate,2016,8
2016-08-15,Agra,North,76,150,45,2.63,20,160,Moderate,2016,8
2016-08-16,Agra,North,51,109,18,2.45,18,119,Moderate,2016,8
2016-08-16,Agra,North,65,119,30,2.73,20,134,Moderate,2016,8
2016-08-17,Agra,North,48,110,21,2.6,15,134,Moderate,2016,8
2016-08-17,Agra,North,84,132,34,2.42,18,146,Moderate,2016,8
2016-08-18,Agra,North,54,133,41,2.2,16,135,Moderate,2016,8
2016-08-18,Agra,North,82,156,34,3.02,19,158,Moderate,2016,8
2016-08-19,Agra,North,58,119,34,2.47,14,138,Moderate,2016,8
2016-08-20,Agra,North,57,104,37,2.19,22,116,Moderate,2016,8
2016-08-20,Agra,North,69,96,26,2.12,20,126,Moderate,2016,8
2016-08-22,Agra,North,62,106,20,1.71,12,105,Moderate,2016,8
2016-08-22,Agra,North,50,85,27,1.97,12,115,Moderate,2016,8
2016-08-24,Agra,North,59,120,38,2.9,20,143,Moderate,2016,8
2016-08-24,Agra,North,47,112,28,1.97,8,107,Moderate,2016,8
2016-08-24,Agra,North,50,119,30,2.17,11,120,Moderate,2016,8
2016-08-25,Agra,North,70,122,28,2.63,14,139,Moderate,2016,8
2016-08-27,Agra,North,44,98,23,2.4,13,116,Moderate,2016,8
2016-09-02,Agra,North,62,123,36,2.76,17,137,Moderate,2016,9
2016-09-02,Agra,North,96,153,44,3.15,14,185,Moderate,2016,9
2016-09-03,Agra,North,74,159,44,3.54,28,190,Moderate,2016,9
2016-09-03,Agra,North,83,137,35,3.11,14,155,Moderate,2016,9
2016-09-03,Agra,North,80,166,39,3.35,22,179,Moderate,2016,9
2016-09-04,Agra,North,70,169,41,3.35,18,167,Moderate,2016,9
2016-09-06,Agra,North,75,131,46,2.86,16,170,Moderate,2016,9
2016-09-06,Agra,North,73,128,36,2.48,15,138,Moderate,2016,9
2016-09-08,Agra,North,65,135,32,2.67,17,151,Moderate,2016,9
2016-09-08,Agra,North,47,132,41,2.63,19,139,Moderate,2016,9
2016-09-10,Agra,North,84,132,39,2.48,21,159,Moderate,2016,9
2016-09-13,Agra,North,86,132,39,2.58,15,157,Moderate,2016,9
2016-09-15,Agra,North,74,146,36,3.57,17,167,Moderate,2016,9
2016-09-16,Agra,North,79,156,43,2.73,15,173,Moderate,2016,9
2016-09-16,Agra,North,75,143,36,2.89,23,158,Moderate,2016,9
2016-09-16,Agra,North,62,144,38,3.31,18,164,Moderate,2016,9
2016-09-17,Agra,North,78,129,33,2.79,20,162,Moderate,2016,9
2016-09-17,Agra,North,63,121,43,2.79,12,148,Moderate,2016,9
2016-09-18,Agra,North,66,131,38,2.74,17,161,Moderate,2016,9
2016-09-18,Agra,North,77,133,32,2.83,24,171,Moderate,2016,9
2016-09-19,Agra,North,72,147,40,2.54,25,160,Moderate,2016,9
2016-09-19,Agra,North,70,137,34,2.63,12,148,Moderate,2016,9
2016-09-20,Agra,North,59,126,37,3.23,12,149,Moderate,2016,9
2016-09-20,Agra,North,72,164,47,2.81,13,170,Moderate,2016,9
2016-09-25,Agra,North,82,145,33,3.3,8,148,Moderate,2016,9
2016-10-01,Agra,North,97,174,45,3.02,17,183,Moderate,2016,10
2016-10-01,Agra,North,82,161,42,3.87,21,200,Moderate,2016,10
2016-10-02,Agra,North,84,186,54,3.87,19,204,Poor,2016,10
2016-10-02,Agra,North,75,163,45,3.59,18,185,Moderate,2016,10
2016-10-04,Agra,North,93,180,48,3.77,24,205,Poor,2016,10
2016-10-04,Agra,North,98,184,51,3.52,25,209,Poor,2016,10
2016-10-05,Agra,North,89,176,53,3.9,18,203,Poor,2016,10
2016-10-05,Agra,North,94,191,55,3.95,28,217,Poor,2016,10
2016-10-08,Agra,North,93,174,42,2.96,27,197,Moderate,2016,10
2016-10-08,Agra,North,103,187,55,4.21,26,228,Poor,2016,10
2016-10-09,Agra,North,92,157,47,2.88,24,186,Moderate,2016,10
2016-10-10,Agra,North,91,184,46,3.51,19,192,Moderate,2016,10
2016-10-10,Agra,North,97,181,47,3.88,19,200,Moderate,2016,10
2016-10-11,Agra,North,108,231,66,4.17,30,241,Poor,2016,10
2016-10-12,Agra,North,103,190,58,3.76,28,220,Poor,2016,10
2016-10-12,Agra,North,86,150,53,3.29,18,182,Moderate,2016,10
2016-10-13,Agra,North,99,168,56,3.76,24,197,Moderate,2016,10
2016-10-14,Agra,North,105,201,48,3.9,22,207,Poor,2016,10
2016-10-15,Agra,North,96,174,46,3.58,23,210,Poor,2016,10
2016-10-15,Agra,North,94,169,49,3.77,25,206,Poor,2016,10
2016-10-18,Agra,North,90,165,49,3.42,30,204,Poor,2016,10
2016-10-18,Agra,North,87,176,36,3.34,23,180,Moderate,2016,10
2016-10-19,Agra,North,88,162,53,3.19,23,203,Poor,2016,10
2016-10-20,Agra,North,106,182,47,3.73,19,214,Poor,2016,10
2016-10-20,Agra,North,89,185,52,3.35,26,198,Moderate,2016,10
2016-10-20,Agra,North,65,153,43,3.26,24,177,Moderate,2016,10
2016-10-20,Agra,North,84,176,37,3.54,29,194,Moderate,2016,10
2016-10-21,Agra,North,100,198,49,3.88,27,210,Poor,2016,10
2016-10-23,Agra,North,99,207,54,3.77,20,211,Poor,2016,10
2016-10-23,Agra,North,95,171,50,3.98,24,205,Poor,2016,10
2016-10-23,Agra,North,99,171,45,3.93,30,208,Poor,2016,10
2016-10-24,Agra,North,98,171,56,3.8,22,206,Poor,2016,10
2016-10-24,Agra,North,75,156,37,2.42,20,164,Moderate,2016,10
2016-10-27,Agra,North,97,163,49,2.75,17,187,Moderate,2016,10
2016-11-01,Agra,North,115,204,48,4.26,32,235,Poor,2016,11
2016-11-01,Agra,North,93,203,42,3.93,21,213,Poor,2016,11
2016-11-03,Agra,North,94,184,54,3.66,22,226,Poor,2016,11
2016-11-03,Agra,North,128,217,64,4.18,25,245,Poor,2016,11
2016-11-03,Agra,North,104,199,56,3.44,25,223,Poor,2016,11
2016-11-04,Agra,North,122,218,50,4.63,26,245,Poor,2016,11
2016-11-04,Agra,North,114,219,63,5.02,32,240,Poor,2016,11
2016-11-05,Agra,North,87,193,49,3.99,27,215,Poor,2016,11
2016-11-05,Agra,North,105,215,61,3.73,28,249,Poor,2016,11
2016-11-06,Agra,North,112,210,49,3.8,31,235,Poor,2016,11
2016-11-07,Agra,North,137,210,51,4.89,25,255,Poor,2016,11
2016-11-08,Agra,North,92,203,59,4.11,26,219,Poor,2016,11
2016-11-11,Agra,North,97,201,53,3.66,25,212,Poor,2016,11
2016-11-11,Agra,North,82,175,45,3.35,23,204,Poor,2016,11
2016-11-12,Agra,North,120,184,53,3.83,29,228,Poor,2016,11
2016-11-14,Agra,North,105,206,58,4.13,27,235,Poor,2016,11
2016-11-15,Agra,North,103,183,67,3.72,32,224,Poor,2016,11
2016-11-15,Agra,North,100,206,58,4.69,31,234,Poor,2016,11
2016-11-17,Agra,North,108,233,54,3.86,28,236,Poor,2016,11
2016-11-18,Agra,North,118,226,58,4.41,35,256,Poor,2016,11
2016-11-18,Agra,North,110,222,57,4.17,27,245,Poor,2016,11
2016-11-19,Agra,North,98,202,50,3.68,26,218,Poor,2016,11
2016-11-20,Agra,North,120,213,48,3.95,29,239,Poor,2016,11
2016-11-21,Agra,North,110,191,51,4.07,26,231,Poor,2016,11
2016-11-21,Agra,North,103,213,47,3.46,21,217,Poor,2016,11
2016-11-21,Agra,North,99,223,58,4.13,28,252,Poor,2016,11
2016-11-22,Agra,North,112,193,56,4.89,34,250,Poor,2016,11
2016-11-24,Agra,North,116,207,62,4.43,27,246,Poor,2016,11
2016-11-24,Agra,North,103,181,50,4.14,25,232,Poor,2016,11
2016-11-25,Agra,North,91,160,44,3.54,29,204,Poor,2016,11
2016-11-25,Agra,North,100,185,55,4.48,26,232,Poor,2016,11
2016-11-26,Agra,North,95,183,59,4.52,27,224,Poor,2016,11
2016-11-26,Agra,North,132,241,63,4.85,35,271,Poor,2016,11
2016-12-01,Agra,North,120,207,61,4.01,30,244,Poor,2016,12
2016-12-05,Agra,North,115,191,58,4.11,29,231,Poor,2016,12
2016-12-05,Agra,North,106,230,63,4.76,29,255,Poor,2016,12
2016-12-05,Agra,North,105,210,56,4.75,31,251,Poor,2016,12
2016-12-06,Agra,North,129,245,73,4.92,39,281,Poor,2016,12
2016-12-07,Agra,North,108,197,47,3.99,32,245,Poor,2016,12
2016-12-09,Agra,North,135,257,64,4.84,34,298,Poor,2016,12
2016-12-11,Agra,North,102,209,60,4.58,27,256,Poor,2016,12
2016-12-14,Agra,North,122,212,64,4.67,36,258,Poor,2016,12
2016-12-17,Agra,North,121,226,68,4.84,33,260,Poor,2016,12
2016-12-17,Agra,North,107,202,55,4.4,29,235,Poor,2016,12
2016-12-17,Agra,North,126,259,71,4.75,40,269,Poor,2016,12
2016-12-17,Agra,North,127,232,71,5.32,36,275,Poor,2016,12
2016-12-18,Agra,North,111,226,55,4.47,27,246,Poor,2016,12
2016-12-18,Agra,North,120,226,52,3.75,28,248,Poor,2016,12
2016-12-19,Agra,North,124,220,63,4.4,29,254,Poor,2016,12
2016-12-19,Agra,North,110,214,63,4.76,29,251,Poor,2016,12
2016-12-22,Agra,North,115,255,73,5.06,33,301,Very Poor,2016,12
2016-12-23,Agra,North,132,270,65,5.82,36,286,Poor,2016,12
2016-12-23,Agra,North,134,247,66,5.68,30,286,Poor,2016,12
2016-12-26,Agra,North,131,225,63,4.55,32,264,Poor,2016,12
2017-01-01,Agra,North,109,212,63,4.26,32,255,Poor,2017,1
2017-01-03,Agra,North,113,192,56,3.54,25,228,Poor,2017,1
2017-01-03,Agra,North,96,182,47,4.21,27,216,Poor,2017,1
2017-01-03,Agra,North,98,195,52,3.64,24,220,Poor,2017,1
2017-01-04,Agra,North,118,223,64,4.6,31,249,Poor,2017,1
2017-01-04,Agra,North,122,214,68,4.62,29,254,Poor,2017,1
2017-01-04,Agra,North,113,234,60,4.93,31,259,Poor,2017,1
2017-01-05,Agra,North,110,215,57,4.74,28,241,Poor,2017,1
2017-01-06,Agra,North,85,191,56,3.27,27,220,Poor,2017,1
2017-01-06,Agra,North,91,227,60,4.1,34,242,Poor,2017,1
2017-01-07,Agra,North,104,186,43,4.58,33,216,Poor,2017,1
2017-01-08,Agra,North,122,202,66,4.83,37,264,Poor,2017,1
2017-01-08,Agra,North,116,225,62,4.66,26,246,Poor,2017,1
2017-01-09,Agra,North,124,260,64,5.38,33,262,Poor,2017,1
2017-01-09,Agra,North,113,224,60,4.74,26,249,Poor,2017,1
2017-01-10,Agra,North,123,222,60,4.6,36,254,Poor,2017,1
2017-01-11,Agra,North,100,199,42,3.95,32,223,Poor,2017,1
2017-01-12,Agra,North,92,175,39,3.53,23,202,Poor,2017,1
2017-01-13,Agra,North,107,224,61,4.02,25,254,Poor,2017,1
2017-01-14,Agra,North,90,177,47,3.84,24,222,Poor,2017,1
2017-01-14,Agra,North,106,215,61,4.56,31,254,Poor,2017,1
2017-01-16,Agra,North,108,234,59,4.3,26,240,Poor,2017,1
2017-01-17,Agra,North,117,194,63,4.54,30,242,Poor,2017,1
2017-01-17,Agra,North,122,222,70,5.1,34,280,Poor,2017,1
2017-01-17,Agra,North,115,218,47,3.82,24,219,Poor,2017,1
2017-01-21,Agra,North,93,188,55,3.9,23,217,Poor,2017,1
2017-01-22,Agra,North,106,196,58,4.03,33,247,Poor,2017,1
2017-01-24,Agra,North,115,193,50,4.03,26,230,Poor,2017,1
2017-01-24,Agra,North,123,200,57,4.47,29,249,Poor,2017,1
2017-01-24,Agra,North,112,216,55,4.08,32,222,Poor,2017,1
2017-01-25,Agra,North,112,229,54,4.69,35,259,Poor,2017,1
2017-01-26,Agra,North,116,202,62,4.72,28,245,Poor,2017,1
2017-02-01,Agra,North,92,159,37,3.31,31,196,Moderate,2017,2
2017-02-01,Agra,North,83,188,49,4.19,22,219,Poor,2017,2
2017-02-02,Agra,North,119,227,52,4.76,22,241,Poor,2017,2
2017-02-04,Agra,North,104,215,58,4.63,28,242,Poor,2017,2
2017-02-04,Agra,North,97,204,51,4.31,35,234,Poor,2017,2
2017-02-05,Agra,North,93,178,46,4.38,22,213,Poor,2017,2
2017-02-08,Agra,North,107,192,54,3.48,27,213,Poor,2017,2
2017-02-10,Agra,North,99,192,48,3.97,29,216,Poor,2017,2
2017-02-10,Agra,North,116,209,59,4.62,33,249,Poor,2017,2
2017-02-11,Agra,North,112,202,55,4.32,24,238,Poor,2017,2
2017-02-11,Agra,North,122,224,61,4.65,28,247,Poor,2017,2
2017-02-14,Agra,North,90,192,46,3.68,27,226,Poor,2017,2
2017-02-14,Agra,North,92,190,51,4.16,28,204,Poor,2017,2
2017-02-15,Agra,North,102,208,44,4.05,25,224,Poor,2017,2
2017-02-18,Agra,North,113,207,54,3.92,26,230,Poor,2017,2
2017-02-20,Agra,North,110,199,61,3.57,35,220,Poor,2017,2
2017-02-22,Agra,North,108,178,63,4.71,24,233,Poor,2017,2
2017-02-22,Agra,North,122,221,59,5.13,27,229,Poor,2017,2
2017-02-23,Agra,North,109,201,55,4.6,28,232,Poor,2017,2
2017-02-26,Agra,North,99,171,54,3.67,22,214,Poor,2017,2
2017-02-27,Agra,North,123,199,68,4.41,28,242,Poor,2017,2
2017-03-01,Agra,North,84,148,41,3.32,27,182,Moderate,2017,3
2017-03-01,Agra,North,89,172,49,3.24,25,201,Poor,2017,3
2017-03-01,Agra,North,88,173,41,3.59,22,205,Poor,2017,3
2017-03-02,Agra,North,90,176,44,3.29,26,202,Poor,2017,3
2017-03-04,Agra,North,110,155,42,4.01,25,191,Moderate,2017,3
2017-03-04,Agra,North,89,171,42,3.73,18,194,Moderate,2017,3
2017-03-04,Agra,North,103,175,55,4.12,22,228,Poor,2017,3
2017-03-09,Agra,North,95,166,48,3.56,24,198,Moderate,2017,3
2017-03-09,Agra,North,84,186,45,3.68,20,211,Poor,2017,3
2017-03-10,Agra,North,103,192,48,3.89,25,212,Poor,2017,3
2017-03-10,Agra,North,95,179,49,3.62,22,204,Poor,2017,3
2017-03-10,Agra,North,94,168,58,3.87,21,208,Poor,2017,3
2017-03-11,Agra,North,93,170,47,4.06,27,207,Poor,2017,3
2017-03-12,Agra,North,92,174,57,3.44,16,199,Moderate,2017,3
2017-03-15,Agra,North,89,172,38,3.68,24,173,Moderate,2017,3
2017-03-15,Agra,North,89,164,43,3.11,24,193,Moderate,2017,3
2017-03-16,Agra,North,82,181,45,2.83,23,189,Moderate,2017,3
2017-03-17,Agra,North,73,144,44,3.25,27,172,Moderate,2017,3
2017-03-18,Agra,North,86,153,45,4.33,20,191,Moderate,2017,3
2017-03-20,Agra,North,90,168,43,4.05,26,200,Moderate,2017,3
2017-03-20,Agra,North,94,161,44,3.59,18,195,Moderate,2017,3
2017-03-21,Agra,North,103,205,53,4.66,26,232,Poor,2017,3
2017-03-22,Agra,North,91,171,46,3.72,19,203,Poor,2017,3
2017-03-23,Agra,North,100,197,56,3.78,23,218,Poor,2017,3
2017-03-26,Agra,North,103,169,53,3.96,22,218,Poor,2017,3
2017-03-27,Agra,North,102,203,56,3.86,29,228,Poor,2017,3
2017-04-01,Agra,North,90,165,45,3.13,18,180,Moderate,2017,4
2017-04-02,Agra,North,72,147,32,3.32,21,163,Moderate,2017,4
2017-04-02,Agra,North,83,141,39,3.33,27,183,Moderate,2017,4
2017-04-03,Agra,North,71,134,30,2.21,24,144,Moderate,2017,4
2017-04-04,Agra,North,93,184,54,4.11,21,204,Poor,2017,4
2017-04-05,Agra,North,76,136,39,2.66,15,154,Moderate,2017,4
2017-04-07,Agra,North,72,162,38,3.32,17,186,Moderate,2017,4
2017-04-07,Agra,North,72,170,44,2.88,20,170,Moderate,2017,4
2017-04-07,Agra,North,84,128,44,2.83,23,182,Moderate,2017,4
2017-04-08,Agra,North,77,173,48,3.38,16,182,Moderate,2017,4
2017-04-09,Agra,North,82,143,44,3.38,27,181,Moderate,2017,4
2017-04-09,Agra,North,83,137,44,3.29,17,174,Moderate,2017,4
2017-04-11,Agra,North,104,202,52,3.11,22,221,Poor,2017,4
2017-04-12,Agra,North,75,140,35,3.51,23,172,Moderate,2017,4
2017-04-14,Agra,North,76,171,49,3.96,18,183,Moderate,2017,4
2017-04-14,Agra,North,81,166,41,3.41,18,187,Moderate,2017,4
2017-04-15,Agra,North,87,158,44,3.6,22,170,Moderate,2017,4
2017-04-15,Agra,North,95,216,47,3.67,28,200,Moderate,2017,4
2017-04-18,Agra,North,103,173,34,3.37,27,183,Moderate,2017,4
2017-04-18,Agra,North,90,158,34,3.54,24,187,Moderate,2017,4
2017-04-18,Agra,North,90,145,34,3.08,17,170,Moderate,2017,4
2017-04-19,Agra,North,80,160,42,2.49,16,171,Moderate,2017,4
2017-04-20,Agra,North,89,151,42,3.18,20,179,Moderate,2017,4
2017-04-21,Agra,North,64,152,39,3.34,13,158,Moderate,2017,4
